Neighborhood,Id,Estimate; Total:,Margin of Error; Total:,Estimate; Under 18 years:,Margin of Error; Under 18 years:,Estimate; Under 18 years: - With one type of health insurance coverage:,Margin of Error; Under 18 years: - With one type of health insurance coverage:,Estimate; Under 18 years: - With one type of health insurance coverage: - With employer-based health insurance only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; Under 18 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; Under 18 years: - With one type of health insurance coverage: - With Medicare coverage only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; Under 18 years: - With one type of health insurance coverage: - With VA Health Care only,Margin of Error; Under 18 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; Under 18 years: - With two or more types of health insurance coverage:,Margin of Error; Under 18 years: - With two or more types of health insurance coverage:,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other private only combinations,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other public only combinations,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; Under 18 years: - With two or more types of health insurance coverage: - Other coverage combinations,Margin of Error; Under 18 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; Under 18 years: - No health insurance coverage,Margin of Error; Under 18 years: - No health insurance coverage,Estimate; 18 to 34 years:,Margin of Error; 18 to 34 years:,Estimate; 18 to 34 years: - With one type of health insurance coverage:,Margin of Error; 18 to 34 years: - With one type of health insurance coverage:,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With employer-based health insurance only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With Medicare coverage only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 18 to 34 years: - With one type of health insurance coverage: - With VA Health Care only,Margin of Error; 18 to 34 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 18 to 34 years: - With two or more types of health insurance coverage:,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage:,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other private only combinations,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other public only combinations,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; 18 to 34 years: - With two or more types of health insurance coverage: - Other coverage combinations,Margin of Error; 18 to 34 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; 18 to 34 years: - No health insurance coverage,Margin of Error; 18 to 34 years: - No health insurance coverage,Estimate; 35 to 64 years:,Margin of Error; 35 to 64 years:,Estimate; 35 to 64 years: - With one type of health insurance coverage:,Margin of Error; 35 to 64 years: - With one type of health insurance coverage:,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With employer-based health insurance only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With Medicare coverage only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With Medicaid/means-tested public coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 35 to 64 years: - With one type of health insurance coverage: - With VA Health Care only,Margin of Error; 35 to 64 years: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 35 to 64 years: - With two or more types of health insurance coverage:,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage:,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and direct-purchase coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - With employer-based and Medicare coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With direct-purchase and Medicare coverage,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - With direct-purchase and Medicare coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - With Medicare and Medicaid/means-tested public coverage,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other private only combinations,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - Other private only combinations,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other public only combinations,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - Other public only combinations,Estimate; 35 to 64 years: - With two or more types of health insurance coverage: - Other coverage combinations,Margin of Error; 35 to 64 years: - With two or more types of health insurance coverage: - Other coverage combinations,Estimate; 35 to 64 years: - No health insurance coverage,Margin of Error; 35 to 64 years: - No health insurance coverage,Estimate; 65 years and over:,Margin of Error; 65 years and over:,Estimate; 65 years and over: - With one type of health insurance coverage:,Margin of Error; 65 years and over: - With one type of health insurance coverage:,Estimate; 65 years and over: - With one type of health insurance coverage: - With employer-based health insurance only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With employer-based health insurance only,Estimate; 65 years and over: - With one type of health insurance coverage: - With direct-purchase health insurance only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With direct-purchase health insurance only,Estimate; 65 years and over: - With one type of health insurance coverage: - With Medicare coverage only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With Medicare coverage only,Estimate; 65 years and over: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With TRICARE/military health coverage only,Estimate; 65 years and over: - With one type of health insurance coverage: - With VA Health Care only,Margin of Error; 65 years and over: - With one type of health insurance coverage: - With VA Health Care only,Estimate; 65 years and over: - With two or more types of health insurance coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With employer-based and direct-purchase coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - With employer-based and direct-purchase coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With employer-based and Medicare coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - With employer-based and Medicare coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With direct-purchase and Medicare coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - With direct-purchase and Medicare coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - With Medicare and Medicaid/means-tested public coverage,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - With Medicare and Medicaid/means-tested public coverage,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other private only combinations,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - Other private only combinations,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other public only combinations,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - Other public only combinations,Estimate; 65 years and over: - With two or more types of health insurance coverage - Other coverage combinations,Margin of Error; 65 years and over: - With two or more types of health insurance coverage - Other coverage combinations,Estimate; 65 years and over: - No health insurance coverage,Margin of Error; 65 years and over: - No health insurance coverage
South Shore,72,12,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8,13,8,13,8,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,4,6,4,6,4,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
South Side Flats,73,6272.0,748.633421642,266.0,130.192165662,241.0,128.701204346,196.0,131.776325644,11.0,27.4954541697,0.0,24.4948974278,34.0,42.3556371692,0.0,24.4948974278,0.0,24.4948974278,25.0,32.6496554346,15.0,30.6757233004,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,10.0,26.9258240357,0.0,24.4948974278,3623.0,696.949782983,3211.0,688.330589179,2785.0,661.433292178,344.0,162.456147929,0.0,24.4948974278,72.0,48.1559965113,10.0,28.0891438104,0.0,24.4948974278,108.0,79.9874990234,89.0,77.8845299145,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,0.0,24.4948974278,19.0,29.1547594743,304.0,126.095202129,1629.0,264.543002175,1427.0,255.411432791,1185.0,249.365194043,129.0,66.4830805544,8.0,25.8650343127,95.0,69.3469537903,0.0,24.4948974278,10.0,27.4954541697,86.0,56.5154846038,27.0,35.2278299076,0.0,24.4948974278,10.0,27.4954541697,16.0,26.7020598456,0.0,24.4948974278,25.0,39.8622628559,8.0,25.8650343127,116.0,70.5974503789,754.0,135.720300618,149.0,65.1306379517,29.0,31.1769145363,0.0,24.4948974278,120.0,62.7853486094,0.0,24.4948974278,0.0,24.4948974278,605.0,133.037588674,0.0,24.4948974278,101.0,57.1751694357,161.0,73.4710827469,140.0,84.2792975765,0.0,24.4948974278,3.0,24.1039415864,200.0,76.7267880209,0.0,24.4948974278
South Side Slopes,74,4583.0,516.263498613,433.0,156.361760031,356.0,148.485689546,156.0,82.1705543367,0.0,26.4575131106,0.0,26.4575131106,200.0,127.616613339,0.0,26.4575131106,0.0,26.4575131106,37.0,39.9624824054,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,7.0,27.7308492477,0.0,26.4575131106,30.0,32.8633534504,40.0,49.2138191975,2090.0,344.521407172,1722.0,307.078165945,1355.0,281.898918055,174.0,84.2021377401,0.0,26.4575131106,177.0,103.773792453,0.0,26.4575131106,16.0,35.0,43.0,44.0794736811,36.0,43.577517139,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,0.0,26.4575131106,7.0,27.2763633939,325.0,137.669895039,1590.0,260.176862922,1159.0,215.0860293,769.0,178.574914253,174.0,92.0706250658,0.0,26.4575131106,205.0,97.7496803064,0.0,26.4575131106,11.0,29.2574776766,191.0,69.9571297297,0.0,26.4575131106,29.0,39.9499687108,8.0,26.8514431642,44.0,37.1348892553,0.0,26.4575131106,0.0,26.4575131106,110.0,57.0,240.0,132.529242057,470.0,103.445637897,119.0,55.8121850495,5.0,26.0959767014,6.0,26.0959767014,108.0,54.433445601,0.0,26.4575131106,0.0,26.4575131106,351.0,95.2942810455,0.0,26.4575131106,89.0,58.7707410196,76.0,39.5474398665,49.0,32.403703492,0.0,26.4575131106,24.0,31.8433666563,113.0,49.4570520755,0.0,26.4575131106
Spring Garden,75,833.0,151.558569537,126.0,39.5979797464,119.0,39.5979797464,50.0,33.5261092285,0.0,14.1421356237,0.0,14.1421356237,69.0,41.2310562562,0.0,14.1421356237,0.0,14.1421356237,7.0,14.8660687473,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,7.0,14.8660687473,0.0,14.1421356237,209.0,69.89277502,158.0,61.7413961617,89.0,47.0744091838,12.0,15.6204993518,0.0,14.1421356237,57.0,32.2024843762,0.0,14.1421356237,0.0,14.1421356237,24.0,20.8086520467,0.0,14.1421356237,0.0,14.1421356237,8.0,15.6204993518,8.0,15.6204993518,0.0,14.1421356237,8.0,15.6204993518,27.0,20.591260282,368.0,88.2326470191,227.0,64.4437739429,141.0,53.0094331228,27.0,23.2594066992,13.0,16.5529453572,46.0,24.7588368063,0.0,14.1421356237,0.0,14.1421356237,76.0,60.9261848469,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,62.0,58.5234995536,0.0,14.1421356237,0.0,14.1421356237,14.0,15.6204993518,65.0,34.205262753,130.0,40.4969134626,16.0,15.6524758425,0.0,14.1421356237,0.0,14.1421356237,16.0,15.6524758425,0.0,14.1421356237,0.0,14.1421356237,114.0,38.5875627631,0.0,14.1421356237,42.0,26.4196896272,35.0,22.4722050542,4.0,11.6619037897,0.0,14.1421356237,0.0,14.1421356237,33.0,23.3238075794,0.0,14.1421356237
Spring Hill-City View,76,2363.0,424.393685156,743.0,319.874975576,676.0,307.019543352,85.0,58.9067059001,16.0,33.1662479036,0.0,17.3205080757,563.0,296.305585502,12.0,23.6854385647,0.0,17.3205080757,55.0,51.5169874896,8.0,18.547236991,0.0,17.3205080757,10.0,22.8910462845,0.0,17.3205080757,0.0,17.3205080757,37.0,47.6340214553,12.0,17.9164728671,505.0,153.35253503,420.0,141.00709202,160.0,85.8487041254,18.0,24.4948974278,0.0,17.3205080757,242.0,128.58071395,0.0,17.3205080757,0.0,17.3205080757,47.0,49.0407993409,8.0,18.547236991,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,7.0,19.2093727123,32.0,41.1582312545,38.0,31.064449134,781.0,157.21005057,580.0,124.056438769,466.0,118.160907241,58.0,45.0555213042,6.0,16.7630546143,39.0,31.5119025132,11.0,23.6854385647,0.0,17.3205080757,60.0,38.8844441904,8.0,18.547236991,7.0,17.9164728671,27.0,32.2645316098,9.0,19.8997487421,0.0,17.3205080757,0.0,17.3205080757,9.0,19.8997487421,141.0,97.2676719162,334.0,98.5393322486,44.0,46.021733996,27.0,43.3704968844,0.0,17.3205080757,17.0,21.5638586529,0.0,17.3205080757,0.0,17.3205080757,290.0,88.8200427832,0.0,17.3205080757,46.0,31.4006369362,86.0,51.1957029447,39.0,39.6106046407,0.0,17.3205080757,17.0,23.6220236221,102.0,58.5832740635,0.0,17.3205080757
Squirrel Hill North,77,11329.0,767.783172516,1519.0,464.195002127,1446.0,463.716508225,1234.0,460.247759364,88.0,55.5967624958,0.0,31.6227766016,115.0,76.6289762427,9.0,33.1058907145,0.0,31.6227766016,61.0,45.5850852802,25.0,39.5600808897,0.0,31.6227766016,0.0,31.6227766016,10.0,30.9354165966,0.0,31.6227766016,26.0,34.8568501159,12.0,31.9530906174,5770.0,478.527951118,5248.0,448.440631522,3682.0,409.951216609,1391.0,241.907006927,0.0,31.6227766016,174.0,81.154174261,1.0,30.2654919008,0.0,31.6227766016,285.0,95.8697032436,220.0,90.6587006305,9.0,33.1058907145,0.0,31.6227766016,22.0,35.2420203734,0.0,31.6227766016,34.0,37.4032084185,237.0,98.5393322486,2599.0,264.988679003,2351.0,251.813422994,2012.0,244.902021225,273.0,89.8387444257,9.0,30.61045573,39.0,45.5411901469,18.0,40.3608721412,0.0,31.6227766016,130.0,65.8103335351,66.0,59.1100668246,0.0,31.6227766016,0.0,31.6227766016,12.0,34.9857113691,0.0,31.6227766016,0.0,31.6227766016,52.0,45.3210767744,118.0,74.1754676427,1441.0,185.741756211,311.0,91.2962211705,58.0,50.8035431837,43.0,51.6623654124,210.0,77.8395786216,0.0,31.6227766016,0.0,31.6227766016,1130.0,179.304210771,0.0,31.6227766016,430.0,123.450394896,342.0,113.951744173,13.0,32.8785644455,8.0,32.6955654485,11.0,34.9857113691,326.0,101.975487251,0.0,31.6227766016
Squirrel Hill South,78,15494.0,877.957288254,2587.0,384.855817157,2415.0,375.00399998,1938.0,345.188354381,210.0,139.513440212,0.0,36.0555127546,267.0,158.33508771,0.0,36.0555127546,0.0,36.0555127546,118.0,84.9234949823,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,118.0,84.9234949823,54.0,59.0846849869,5416.0,578.006920374,4641.0,553.663255057,3549.0,438.130117661,1019.0,304.146346353,0.0,36.0555127546,53.0,52.6592821827,20.0,40.0624512481,0.0,36.0555127546,316.0,130.52969011,184.0,103.208526779,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,0.0,36.0555127546,132.0,87.5157128749,459.0,218.252147756,4927.0,467.852540872,4185.0,431.212244725,3399.0,394.589660282,547.0,180.706945079,127.0,109.444049633,97.0,65.2303610293,15.0,41.0365690574,0.0,36.0555127546,353.0,146.863882557,44.0,50.1298314379,24.0,41.1825205639,25.0,43.6806593356,74.0,60.9015599143,0.0,36.0555127546,0.0,36.0555127546,186.0,105.294824184,389.0,208.851621971,2564.0,281.286330987,818.0,182.233366867,159.0,89.3420393767,23.0,49.9599839872,636.0,155.241746961,0.0,36.0555127546,0.0,36.0555127546,1719.0,259.341473738,10.0,37.7491721764,415.0,147.631297494,713.0,197.400607903,218.0,106.094297679,0.0,36.0555127546,21.0,41.5331193147,342.0,122.44182292,27.0,54.4426303553
St. Clair,79,270,96,84,44,84,44,8,13,0,10,0,10,76,45,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,67,40,58,34,25,27,4,7,0,10,29,20,0,10,0,10,9,14,0,10,0,10,0,10,0,10,0,10,9,14,0,10,111,46,64,37,60,36,0,10,0,10,4,6,0,10,0,10,17,15,5,7,0,10,0,10,8,13,0,10,0,10,4,6,30,31,8,8,0,10,0,10,0,10,0,10,0,10,0,10,8,8,0,10,0,10,0,10,0,10,0,10,0,10,8,8,0,10
Stanton Heights,80,4713.0,410.733490234,866.0,191.441897191,742.0,167.149633562,442.0,144.433375645,43.0,50.0899191455,0.0,20.0,257.0,109.036691072,0.0,20.0,0.0,20.0,71.0,63.7651942677,11.0,24.9799919936,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,60.0,60.5475020128,53.0,62.3538290724,1053.0,186.978608402,939.0,168.934898703,777.0,172.5021739,84.0,51.0881590977,10.0,23.5796522451,68.0,47.6864760703,0.0,20.0,0.0,20.0,28.0,30.886890423,11.0,24.9799919936,0.0,20.0,9.0,21.6564078277,0.0,20.0,0.0,20.0,8.0,22.9128784748,86.0,67.8380424246,1944.0,216.732554084,1560.0,212.216870206,1328.0,200.556725143,129.0,59.6657355607,26.0,27.2396769438,68.0,39.1152144312,0.0,20.0,9.0,18.973665961,246.0,92.0923449588,63.0,48.8876262463,6.0,20.0,26.0,31.0000000001,45.0,36.6196668473,0.0,20.0,10.0,22.9128784748,96.0,61.3351449008,138.0,64.1170804076,850.0,125.674181915,163.0,62.8410693735,44.0,26.7207784317,0.0,20.0,119.0,58.8897274573,0.0,20.0,0.0,20.0,687.0,112.44109569,0.0,20.0,172.0,69.6706537934,229.0,77.012985918,26.0,26.4575131106,0.0,20.0,5.0,18.6815416922,255.0,81.4063879558,0.0,20.0
Strip District,81,747,94,33,41,33,41,7,11,0,10,0,10,26,40,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,372,91,372,91,336,91,32,23,0,10,4,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,287,73,253,67,241,64,6,10,6,9,0,10,0,10,0,10,9,11,7,10,0,10,0,10,2,5,0,10,0,10,0,10,25,27,55,37,26,26,2,5,0,10,24,25,0,10,0,10,29,25,0,10,15,15,0,10,0,10,0,10,0,10,14,20,0,10
Summer Hill,82,1191,92,227,44,223,43,128,57,40,41,0,10,55,43,0,10,0,10,4,6,4,6,0,10,0,10,0,10,0,10,0,10,0,10,287,74,220,61,194,57,15,17,0,10,5,8,0,10,6,11,12,12,5,7,0,10,0,10,0,10,0,10,7,10,55,28,487,54,420,48,389,48,26,21,0,10,5,8,0,10,0,10,30,21,9,10,0,10,0,10,7,11,0,10,0,10,14,14,37,25,190,43,49,33,7,10,6,8,36,24,0,10,0,10,141,33,0,10,35,20,67,34,7,11,0,10,0,10,32,18,0,10
Swisshelm Park,83,1345,106,268,35,264,33,215,43,0,10,0,10,49,29,0,10,0,10,4,6,0,10,4,6,0,10,0,10,0,10,0,10,0,10,264,54,258,53,202,41,17,15,0,10,20,22,0,10,19,26,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,10,614,83,553,76,468,67,52,35,5,6,22,29,0,10,6,8,26,21,5,7,4,8,4,6,1,2,0,10,0,10,12,12,35,28,199,56,60,28,0,10,0,10,60,28,0,10,0,10,139,45,0,10,64,30,28,17,7,9,0,10,11,14,29,17,0,10
Terrace Village,84,2292.0,264.463608083,262.0,100.164864099,195.0,80.7031597894,62.0,42.2492603485,9.0,22.1133443875,0.0,17.3205080757,124.0,72.394751191,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,67.0,42.2610932182,1375.0,206.823596333,1184.0,187.781788254,854.0,161.307160412,187.0,80.9814793642,0.0,17.3205080757,143.0,60.2162768693,0.0,17.3205080757,0.0,17.3205080757,108.0,86.197447758,108.0,86.197447758,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,83.0,48.218253805,438.0,78.1088983407,313.0,73.6545993133,108.0,52.9622507075,16.0,21.748563171,8.0,14.1421356238,162.0,55.8659108938,0.0,17.3205080757,19.0,22.8910462845,88.0,44.1474801093,11.0,20.6155281281,0.0,17.3205080757,0.0,17.3205080757,58.0,38.4187454246,0.0,17.3205080757,0.0,17.3205080757,19.0,17.7200451466,37.0,24.3721152139,217.0,77.5951029382,64.0,46.3141447077,0.0,17.3205080757,0.0,17.3205080757,64.0,46.3141447077,0.0,17.3205080757,0.0,17.3205080757,153.0,59.9666574022,0.0,17.3205080757,25.0,24.9198715888,15.0,28.7228132327,76.0,41.7372735094,0.0,17.3205080757,0.0,17.3205080757,37.0,29.0688837075,0.0,17.3205080757
Troy Hill,85,2283.0,323.167139419,320.0,78.1024967591,320.0,78.1024967591,60.0,37.5366487582,0.0,14.1421356237,0.0,14.1421356237,260.0,68.8839603972,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,0.0,14.1421356237,721.0,165.701538919,605.0,149.013422214,452.0,137.437258413,17.0,19.1049731745,0.0,14.1421356237,123.0,66.5732679084,13.0,23.2594066992,0.0,14.1421356237,47.0,34.7131099154,27.0,27.8567765544,0.0,14.1421356237,7.0,15.6204993518,0.0,14.1421356237,0.0,14.1421356237,13.0,22.360679775,69.0,63.2850693292,909.0,176.819116614,720.0,164.027436729,590.0,160.704698127,91.0,59.9332962551,9.0,17.2046505341,20.0,22.803508502,0.0,14.1421356237,10.0,18.8679622641,96.0,55.9732078766,14.0,24.1660919472,0.0,14.1421356237,10.0,17.2046505341,41.0,39.1152144312,0.0,14.1421356237,0.0,14.1421356237,31.0,29.5296461205,93.0,52.3545604508,333.0,113.22985472,71.0,44.283179651,22.0,23.0867927612,0.0,14.1421356237,49.0,37.2155881319,0.0,14.1421356237,0.0,14.1421356237,262.0,108.706025592,0.0,14.1421356237,29.0,26.6270539114,169.0,100.657836257,15.0,19.7230829233,0.0,14.1421356237,7.0,14.1421356237,42.0,35.8050275799,0.0,14.1421356237
Upper Hill,86,1864.0,399.932494304,254.0,154.87091399,239.0,150.539031484,33.0,36.6742416418,0.0,17.3205080757,0.0,17.3205080757,206.0,149.006711258,0.0,17.3205080757,0.0,17.3205080757,15.0,28.7228132327,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,15.0,28.7228132327,0.0,17.3205080757,465.0,322.944267638,298.0,213.269782201,70.0,104.522724802,119.0,139.717572266,0.0,17.3205080757,109.0,81.6578226504,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,167.0,150.056655967,771.0,222.177856682,598.0,190.107864119,383.0,170.144056611,19.0,19.0262975905,0.0,17.3205080757,181.0,95.1314879522,0.0,17.3205080757,15.0,25.3179778023,39.0,33.2565782966,0.0,17.3205080757,0.0,17.3205080757,0.0,17.3205080757,7.0,17.9164728672,0.0,17.3205080757,15.0,27.8567765544,17.0,21.354156504,134.0,93.8829057923,374.0,110.331319216,32.0,24.6170672501,3.0,16.2480768093,0.0,17.3205080757,29.0,23.5372045919,0.0,17.3205080757,0.0,17.3205080757,342.0,110.616454472,0.0,17.3205080757,105.0,63.2929695938,86.0,52.9339210715,78.0,70.7177488329,0.0,17.3205080757,0.0,17.3205080757,73.0,45.44227107,0.0,17.3205080757
